region	chrom	start	end	span	n_sSNV	cn	tree_shape	n_nodes	n_nested	n_sibling	max_depth	has_cycle	n_populations
chr7:76449711-76451261	chr7	76449711	76451261	1550	2	gain	sibling_only	2	0	1	1	False	3
chr7:79177112-79195256	chr7	79177112	79195256	18144	2	gain	linear_nested	2	1	0	2	False	3
chr7:81619830-81620426	chr7	81619830	81620426	596	2	gain	sibling_only	2	0	1	1	False	3
chr7:82252564-82252965	chr7	82252564	82252965	401	2	gain	linear_nested	2	1	0	2	False	3
chr7:83760359-83789087	chr7	83760359	83789087	28728	2	gain	sibling_only	2	0	1	1	False	2
chr7:85591609-85606539	chr7	85591609	85606539	14930	2	gain	sibling_only	2	0	1	1	False	3
chr7:86885560-86908107	chr7	86885560	86908107	22547	2	gain	linear_nested	2	1	0	2	False	3
chr7:87110918-87135528	chr7	87110918	87135528	24610	2	gain	sibling_only	2	0	1	1	False	2
chr7:90502368-90526887	chr7	90502368	90526887	24519	2	gain	sibling_only	2	0	1	1	False	3
chr7:90877649-90884645	chr7	90877649	90884645	6996	2	gain	sibling_only	2	0	1	1	False	3
chr7:94213150-94221011	chr7	94213150	94221011	7861	2	gain	linear_nested	2	1	0	2	False	3
chr7:94661838-94697693	chr7	94661838	94697693	35855	2	gain	sibling_only	2	0	1	1	False	0
chr7:95935028-95950205	chr7	95935028	95950205	15177	2	gain	sibling_only	2	0	1	1	False	3
chr7:96496972-96508798	chr7	96496972	96508798	11826	2	gain	linear_nested	2	1	0	2	False	2
chr7:98576830-98598900	chr7	98576830	98598900	22070	2	gain	sibling_only	2	0	1	1	False	2
chr7:99060961-99063022	chr7	99060961	99063022	2061	2	gain	sibling_only	2	0	1	1	False	3
chr7:100188780-100215773	chr7	100188780	100215773	26993	2	gain	sibling_only	2	0	1	1	False	3
chr7:101402649-101431140	chr7	101402649	101431140	28491	2	gain	linear_nested	2	1	0	2	False	1
chr7:104810879-104822596	chr7	104810879	104822596	11717	2	gain	linear_nested	2	1	0	2	False	0
chr7:106845913-106854241	chr7	106845913	106854241	8328	2	gain	linear_nested	2	1	0	2	False	2
chr7:106916936-106932517	chr7	106916936	106932517	15581	2	gain	sibling_only	2	0	1	1	False	3
chr7:107884377-107895555	chr7	107884377	107895555	11178	2	gain	sibling_only	2	0	1	1	False	3
chr7:108278873-108308075	chr7	108278873	108308075	29202	2	gain	sibling_only	2	0	1	1	False	2
chr7:108539214-108546794	chr7	108539214	108546794	7580	2	gain	sibling_only	2	0	1	1	False	3
chr7:110196051-110197588	chr7	110196051	110197588	1537	2	gain	sibling_only	2	0	1	1	False	3
chr7:110260396-110265714	chr7	110260396	110265714	5318	2	gain	sibling_only	2	0	1	1	False	3
chr7:111583047-111615232	chr7	111583047	111615232	32185	2	gain	sibling_only	2	0	1	1	False	1
chr7:113785679-113805232	chr7	113785679	113805232	19553	2	gain	linear_nested	2	1	0	2	False	3
chr7:114161708-114196504	chr7	114161708	114196504	34796	2	gain	sibling_only	2	0	1	1	False	1
chr7:115371093-115395014	chr7	115371093	115395014	23921	2	gain	sibling_only	2	0	1	1	False	3
chr7:115681338-115707684	chr7	115681338	115707684	26346	2	gain	sibling_only	2	0	1	1	False	3
chr7:117618841-117650281	chr7	117618841	117650281	31440	2	gain	linear_nested	2	1	0	2	False	2
chr7:118294036-118297900	chr7	118294036	118297900	3864	2	gain	sibling_only	2	0	1	1	False	3
chr7:123111147-123116464	chr7	123111147	123116464	5317	2	gain	linear_nested	2	1	0	2	False	3
chr7:123317846-123330705	chr7	123317846	123330705	12859	2	gain	sibling_only	2	0	1	1	False	3
chr7:126678747-126692173	chr7	126678747	126692173	13426	2	gain	sibling_only	2	0	1	1	False	3
chr7:128721232-128756877	chr7	128721232	128756877	35645	2	gain	sibling_only	2	0	1	1	False	2
chr7:129799031-129808123	chr7	129799031	129808123	9092	2	gain	sibling_only	2	0	1	1	False	3
chr7:129881694-129892674	chr7	129881694	129892674	10980	2	gain	sibling_only	2	0	1	1	False	3
chr7:130212160-130248319	chr7	130212160	130248319	36159	2	gain	linear_nested	2	1	0	2	False	1
chr7:134192198-134202776	chr7	134192198	134202776	10578	2	gain	sibling_only	2	0	1	1	False	3
chr7:136155706-136158412	chr7	136155706	136158412	2706	2	gain	linear_nested	2	1	0	2	False	3
chr7:136533906-136544814	chr7	136533906	136544814	10908	2	gain	sibling_only	2	0	1	1	False	3
chr7:138557269-138583927	chr7	138557269	138583927	26658	2	gain	sibling_only	2	0	1	1	False	2
chr7:142293145-142307476	chr7	142293145	142307476	14331	2	gain	linear_nested	2	1	0	2	False	3
chr7:144854578-144860418	chr7	144854578	144860418	5840	2	gain	linear_nested	2	1	0	2	False	2
chr7:144996457-145015859	chr7	144996457	145015859	19402	2	gain	sibling_only	2	0	1	1	False	3
chr7:146259577-146286505	chr7	146259577	146286505	26928	2	gain	linear_nested	2	1	0	2	False	2
chr7:146813530-146823748	chr7	146813530	146823748	10218	2	gain	linear_nested	2	1	0	2	False	3
chr7:151000647-151003052	chr7	151000647	151003052	2405	2	gain	sibling_only	2	0	1	1	False	3
chr7:153794917-153830359	chr7	153794917	153830359	35442	2	gain	sibling_only	2	0	1	1	False	2
chr7:156842235-156847613	chr7	156842235	156847613	5378	2	gain	sibling_only	2	0	1	1	False	3
chr7:157057833-157092169	chr7	157057833	157092169	34336	2	gain	sibling_only	2	0	1	1	False	1
chr7:159083954-159110146	chr7	159083954	159110146	26192	2	gain	sibling_only	2	0	1	1	False	2
chr8:1337508-1338808	chr8	1337508	1338808	1300	2	loh	sibling_only	2	0	1	1	False	2
chr8:1517909-1541908	chr8	1517909	1541908	23999	2	loh	linear_nested	2	1	0	2	False	2
chr8:2559701-2577681	chr8	2559701	2577681	17980	2	loh	sibling_only	2	0	1	1	False	1
chr8:2707707-2720446	chr8	2707707	2720446	12739	2	loh	linear_nested	2	1	0	2	False	1
chr8:3631242-3643201	chr8	3631242	3643201	11959	2	loh	sibling_only	2	0	1	1	False	2
chr8:4393752-4419719	chr8	4393752	4419719	25967	2	loh	sibling_only	2	0	1	1	False	1
chr8:4847314-4852623	chr8	4847314	4852623	5309	2	loh	linear_nested	2	1	0	2	False	2
chr8:5123470-5123472	chr8	5123470	5123472	2	2	loh	linear_nested	2	1	0	2	False	2
chr8:5274663-5296404	chr8	5274663	5296404	21741	2	loh	linear_nested	2	1	0	2	False	2
chr8:6226483-6226905	chr8	6226483	6226905	422	2	loh	linear_nested	2	1	0	2	False	3
chr8:10782114-10791974	chr8	10782114	10791974	9860	2	loh	linear_nested	2	1	0	2	False	1
chr8:10913009-10932676	chr8	10913009	10932676	19667	2	loh	linear_nested	2	1	0	2	False	1
chr8:11043222-11043526	chr8	11043222	11043526	304	2	loh	linear_nested	2	1	0	2	False	2
chr8:12325488-12327075	chr8	12325488	12327075	1587	2	loh	linear_nested	2	1	0	2	False	1
chr8:12749006-12767111	chr8	12749006	12767111	18105	2	loh	linear_nested	2	1	0	2	False	1
chr8:13374094-13383810	chr8	13374094	13383810	9716	2	loh	linear_nested	2	1	0	2	False	2
chr8:14788337-14790950	chr8	14788337	14790950	2613	2	loh	linear_nested	2	1	0	2	False	2
chr8:17624281-17641183	chr8	17624281	17641183	16902	2	loh	linear_nested	2	1	0	2	False	2
chr8:17729196-17741357	chr8	17729196	17741357	12161	2	loh	linear_nested	2	1	0	2	False	2
chr8:18475254-18476378	chr8	18475254	18476378	1124	2	loh	sibling_only	2	0	1	1	False	3
chr8:19451756-19471350	chr8	19451756	19471350	19594	2	loh	sibling_only	2	0	1	1	False	1
chr8:21223781-21229698	chr8	21223781	21229698	5917	2	loh	linear_nested	2	1	0	2	False	2
chr8:26060737-26081229	chr8	26060737	26081229	20492	2	loh	sibling_only	2	0	1	1	False	1
chr8:26682509-26683264	chr8	26682509	26683264	755	2	loh	linear_nested	2	1	0	2	False	2
chr8:29365524-29375932	chr8	29365524	29375932	10408	2	loh	linear_nested	2	1	0	2	False	1
chr8:29829811-29851209	chr8	29829811	29851209	21398	2	loh	linear_nested	2	1	0	2	False	2
chr8:31175903-31197816	chr8	31175903	31197816	21913	2	loh	linear_nested	2	1	0	2	False	1
chr8:31635092-31653861	chr8	31635092	31653861	18769	2	loh	sibling_only	2	0	1	1	False	2
chr8:32391104-32397575	chr8	32391104	32397575	6471	2	loh	linear_nested	2	1	0	2	False	2
chr8:40628597-40648496	chr8	40628597	40648496	19899	2	loh	linear_nested	2	1	0	2	False	2
chr8:41611677-41631790	chr8	41611677	41631790	20113	2	loh	sibling_only	2	0	1	1	False	2
chr8:42229577-42245356	chr8	42229577	42245356	15779	2	loh	linear_nested	2	1	0	2	False	2
chr8:52620402-52632310	chr8	52620402	52632310	11908	2	gain	linear_nested	2	1	0	2	False	3
chr8:52934659-52965805	chr8	52934659	52965805	31146	2	gain	linear_nested	2	1	0	2	False	1
chr8:56112005-56125555	chr8	56112005	56125555	13550	2	loh	linear_nested	2	1	0	2	False	3
chr8:56192765-56200061	chr8	56192765	56200061	7296	2	loh	linear_nested	2	1	0	2	False	2
chr8:56629236-56644762	chr8	56629236	56644762	15526	2	loh	sibling_only	2	0	1	1	False	3
chr8:59310456-59326334	chr8	59310456	59326334	15878	2	loh	sibling_only	2	0	1	1	False	3
chr8:60457564-60489792	chr8	60457564	60489792	32228	2	loh	sibling_only	2	0	1	1	False	1
chr8:63236833-63246740	chr8	63236833	63246740	9907	2	loh	linear_nested	2	1	0	2	False	3
chr8:64526685-64547907	chr8	64526685	64547907	21222	2	gain	linear_nested	2	1	0	2	False	2
chr8:65101118-65104388	chr8	65101118	65104388	3270	2	gain	sibling_only	2	0	1	1	False	3
chr8:65395987-65425090	chr8	65395987	65425090	29103	2	gain	sibling_only	2	0	1	1	False	1
chr8:70335600-70335601	chr8	70335600	70335601	1	2	gain	linear_nested	2	1	0	2	False	2
chr8:71362098-71384040	chr8	71362098	71384040	21942	2	gain	sibling_only	2	0	1	1	False	2
chr8:72526570-72542220	chr8	72526570	72542220	15650	2	gain	sibling_only	2	0	1	1	False	3
chr8:73674999-73697618	chr8	73674999	73697618	22619	2	gain	sibling_only	2	0	1	1	False	2
chr8:76299201-76327973	chr8	76299201	76327973	28772	2	gain	sibling_only	2	0	1	1	False	1
chr8:77269302-77270076	chr8	77269302	77270076	774	2	gain	linear_nested	2	1	0	2	False	2
chr8:79081135-79088095	chr8	79081135	79088095	6960	2	gain	linear_nested	2	1	0	2	False	2
chr8:83639220-83650324	chr8	83639220	83650324	11104	2	gain	sibling_only	2	0	1	1	False	3
chr8:84425440-84440857	chr8	84425440	84440857	15417	2	gain	sibling_only	2	0	1	1	False	3
chr8:89306858-89330223	chr8	89306858	89330223	23365	2	loh	linear_nested	2	1	0	2	False	2
chr8:92377994-92379554	chr8	92377994	92379554	1560	2	loh	sibling_only	2	0	1	1	False	3
chr8:94620688-94627688	chr8	94620688	94627688	7000	2	loh	sibling_only	2	0	1	1	False	3
chr8:97069641-97091026	chr8	97069641	97091026	21385	2	loh	linear_nested	2	1	0	2	False	1
chr8:98951689-98974216	chr8	98951689	98974216	22527	2	loh	sibling_only	2	0	1	1	False	2
chr8:100198593-100215194	chr8	100198593	100215194	16601	2	loh	sibling_only	2	0	1	1	False	3
chr8:100956797-100974497	chr8	100956797	100974497	17700	2	loh	sibling_only	2	0	1	1	False	1
chr8:101027250-101037148	chr8	101027250	101037148	9898	2	loh	sibling_only	2	0	1	1	False	3
chr8:103423900-103432494	chr8	103423900	103432494	8594	2	gain	linear_nested	2	1	0	2	False	2
chr8:104142829-104149212	chr8	104142829	104149212	6383	2	gain	sibling_only	2	0	1	1	False	3
chr8:105201830-105219107	chr8	105201830	105219107	17277	2	gain	sibling_only	2	0	1	1	False	2
chr8:105619733-105632050	chr8	105619733	105632050	12317	2	gain	sibling_only	2	0	1	1	False	3
chr8:107127763-107140966	chr8	107127763	107140966	13203	2	gain	sibling_only	2	0	1	1	False	3
chr8:108326473-108349893	chr8	108326473	108349893	23420	2	gain	sibling_only	2	0	1	1	False	3
chr8:110120667-110133912	chr8	110120667	110133912	13245	2	gain	linear_nested	2	1	0	2	False	2
chr8:110361765-110384442	chr8	110361765	110384442	22677	2	gain	sibling_only	2	0	1	1	False	2
chr8:110772296-110782025	chr8	110772296	110782025	9729	2	gain	linear_nested	2	1	0	2	False	3
chr8:111333733-111350115	chr8	111333733	111350115	16382	2	gain	sibling_only	2	0	1	1	False	3
chr8:111597796-111625133	chr8	111597796	111625133	27337	2	gain	sibling_only	2	0	1	1	False	1
chr8:112930332-112931836	chr8	112930332	112931836	1504	2	gain	linear_nested	2	1	0	2	False	2
chr8:113730836-113735767	chr8	113730836	113735767	4931	2	gain	linear_nested	2	1	0	2	False	2
chr8:114368068-114390651	chr8	114368068	114390651	22583	2	gain	sibling_only	2	0	1	1	False	2
chr8:116587987-116599366	chr8	116587987	116599366	11379	2	gain	linear_nested	2	1	0	2	False	3
chr8:117624032-117635569	chr8	117624032	117635569	11537	2	gain	sibling_only	2	0	1	1	False	3
chr8:118469698-118479501	chr8	118469698	118479501	9803	2	gain	linear_nested	2	1	0	2	False	2
chr8:118671269-118695005	chr8	118671269	118695005	23736	2	gain	sibling_only	2	0	1	1	False	2
chr8:119014094-119017340	chr8	119014094	119017340	3246	2	gain	sibling_only	2	0	1	1	False	3
chr8:120711189-120729262	chr8	120711189	120729262	18073	2	gain	sibling_only	2	0	1	1	False	3
chr8:122193975-122210394	chr8	122193975	122210394	16419	2	gain	sibling_only	2	0	1	1	False	3
chr8:122745381-122769422	chr8	122745381	122769422	24041	2	gain	sibling_only	2	0	1	1	False	2
chr8:123441187-123446321	chr8	123441187	123446321	5134	2	gain	sibling_only	2	0	1	1	False	3
chr8:125575083-125578529	chr8	125575083	125578529	3446	2	gain	sibling_only	2	0	1	1	False	3
chr8:125822376-125838044	chr8	125822376	125838044	15668	2	gain	sibling_only	2	0	1	1	False	3
chr8:126469325-126490386	chr8	126469325	126490386	21061	2	gain	sibling_only	2	0	1	1	False	3
chr8:126584306-126603338	chr8	126584306	126603338	19032	2	gain	sibling_only	2	0	1	1	False	3
chr8:128770949-128783248	chr8	128770949	128783248	12299	2	gain	sibling_only	2	0	1	1	False	3
chr8:129027574-129043574	chr8	129027574	129043574	16000	2	gain	sibling_only	2	0	1	1	False	3
chr8:130036571-130040707	chr8	130036571	130040707	4136	2	gain	sibling_only	2	0	1	1	False	3
chr8:130617345-130646236	chr8	130617345	130646236	28891	2	gain	sibling_only	2	0	1	1	False	1
chr8:131557876-131573866	chr8	131557876	131573866	15990	2	gain	linear_nested	2	1	0	2	False	2
chr8:134219908-134237069	chr8	134219908	134237069	17161	2	gain	sibling_only	2	0	1	1	False	3
chr8:134369369-134375861	chr8	134369369	134375861	6492	2	gain	sibling_only	2	0	1	1	False	3
chr8:135331213-135348496	chr8	135331213	135348496	17283	2	gain	sibling_only	2	0	1	1	False	3
chr8:135534739-135544604	chr8	135534739	135544604	9865	2	gain	sibling_only	2	0	1	1	False	3
chr8:135946678-135954280	chr8	135946678	135954280	7602	2	gain	linear_nested	2	1	0	2	False	3
chr8:136968142-136975123	chr8	136968142	136975123	6981	2	gain	sibling_only	2	0	1	1	False	3
chr8:137747836-137761480	chr8	137747836	137761480	13644	2	gain	sibling_only	2	0	1	1	False	3
chr8:139202628-139220756	chr8	139202628	139220756	18128	2	gain	linear_nested	2	1	0	2	False	3
chr8:141479057-141480564	chr8	141479057	141480564	1507	2	gain	sibling_only	2	0	1	1	False	3
chr8:143126148-143126149	chr8	143126148	143126149	1	2	gain	linear_nested	2	1	0	2	False	3
chr8:143360337-143368852	chr8	143360337	143368852	8515	2	gain	sibling_only	2	0	1	1	False	3
chr8:144474144-144500974	chr8	144474144	144500974	26830	2	gain	sibling_only	2	0	1	1	False	2
chr9:3177659-3210681	chr9	3177659	3210681	33022	2	gain	sibling_only	2	0	1	1	False	1
chr9:7837186-7867241	chr9	7837186	7867241	30055	2	gain	sibling_only	2	0	1	1	False	1
chr9:8513354-8538342	chr9	8513354	8538342	24988	2	gain	linear_nested	2	1	0	2	False	1
chr9:9949590-9949591	chr9	9949590	9949591	1	2	gain	linear_nested	2	1	0	2	False	2
chr9:12332864-12340536	chr9	12332864	12340536	7672	2	gain	linear_nested	2	1	0	2	False	3
chr9:13423831-13423832	chr9	13423831	13423832	1	2	gain	linear_nested	2	1	0	2	False	2
chr9:13707869-13731369	chr9	13707869	13731369	23500	2	gain	linear_nested	2	1	0	2	False	2
chr9:14893427-14901547	chr9	14893427	14901547	8120	2	gain	linear_nested	2	1	0	2	False	2
chr9:15575399-15585629	chr9	15575399	15585629	10230	2	loh	sibling_only	2	0	1	1	False	2
chr9:19164722-19195717	chr9	19164722	19195717	30995	2	loh	linear_nested	2	1	0	2	False	1
chr9:19820131-19832591	chr9	19820131	19832591	12460	2	loh	sibling_only	2	0	1	1	False	2
chr9:20150471-20154913	chr9	20150471	20154913	4442	2	loh	sibling_only	2	0	1	1	False	2
chr9:20396185-20405605	chr9	20396185	20405605	9420	2	loh	linear_nested	2	1	0	2	False	2
chr9:22330606-22348627	chr9	22330606	22348627	18021	2	loh	linear_nested	2	1	0	2	False	1
chr9:23071370-23097878	chr9	23071370	23097878	26508	2	loh	linear_nested	2	1	0	2	False	1
chr9:24356336-24377761	chr9	24356336	24377761	21425	2	loh	linear_nested	2	1	0	2	False	2
chr9:26744813-26760297	chr9	26744813	26760297	15484	2	loh	linear_nested	2	1	0	2	False	2
chr9:28467775-28481137	chr9	28467775	28481137	13362	2	loh	linear_nested	2	1	0	2	False	2
chr9:29386359-29398141	chr9	29386359	29398141	11782	2	loh	sibling_only	2	0	1	1	False	2
chr9:30126211-30146998	chr9	30126211	30146998	20787	2	loh	linear_nested	2	1	0	2	False	1
chr9:35495284-35512912	chr9	35495284	35512912	17628	2	loh	sibling_only	2	0	1	1	False	2
chr9:36801939-36807140	chr9	36801939	36807140	5201	2	loh	sibling_only	2	0	1	1	False	3
chr9:36877531-36905852	chr9	36877531	36905852	28321	2	loh	sibling_only	2	0	1	1	False	1
chr9:37199508-37221453	chr9	37199508	37221453	21945	2	loh	sibling_only	2	0	1	1	False	1
chr9:38698718-38709142	chr9	38698718	38709142	10424	2	loh	linear_nested	2	1	0	2	False	1
chr9:39034398-39046326	chr9	39034398	39046326	11928	2	gain	sibling_only	2	0	1	1	False	3
chr9:75362688-75383880	chr9	75362688	75383880	21192	2	gain	linear_nested	2	1	0	2	False	3
chr9:79716038-79740457	chr9	79716038	79740457	24419	2	gain	sibling_only	2	0	1	1	False	2
chr9:85406504-85410820	chr9	85406504	85410820	4316	2	gain	linear_nested	2	1	0	2	False	3
chr9:86522506-86549641	chr9	86522506	86549641	27135	2	gain	linear_nested	2	1	0	2	False	2
chr9:87116334-87128490	chr9	87116334	87128490	12156	2	gain	linear_nested	2	1	0	2	False	2
chr9:89758270-89783238	chr9	89758270	89783238	24968	2	gain	sibling_only	2	0	1	1	False	1
chr9:90753670-90756641	chr9	90753670	90756641	2971	2	gain	linear_nested	2	1	0	2	False	2
chr9:92187611-92199676	chr9	92187611	92199676	12065	2	gain	linear_nested	2	1	0	2	False	2
chr9:92544955-92572346	chr9	92544955	92572346	27391	2	gain	linear_nested	2	1	0	2	False	2
chr9:93576159-93587619	chr9	93576159	93587619	11460	2	gain	linear_nested	2	1	0	2	False	2
chr9:94799591-94831762	chr9	94799591	94831762	32171	2	gain	linear_nested	2	1	0	2	False	1
chr9:98638909-98639505	chr9	98638909	98639505	596	2	gain	linear_nested	2	1	0	2	False	3
chr9:101071893-101079449	chr9	101071893	101079449	7556	2	gain	linear_nested	2	1	0	2	False	2
chr9:102708804-102728842	chr9	102708804	102728842	20038	2	gain	sibling_only	2	0	1	1	False	1
chr9:104274053-104290107	chr9	104274053	104290107	16054	2	gain	linear_nested	2	1	0	2	False	2
chr9:106567704-106598614	chr9	106567704	106598614	30910	2	gain	sibling_only	2	0	1	1	False	2
chr9:109330762-109358670	chr9	109330762	109358670	27908	2	loh	sibling_only	2	0	1	1	False	1
chr9:114492283-114510082	chr9	114492283	114510082	17799	2	loh	linear_nested	2	1	0	2	False	2
chr9:118471674-118480901	chr9	118471674	118480901	9227	2	loh	linear_nested	2	1	0	2	False	2
chr9:119860220-119887391	chr9	119860220	119887391	27171	2	loh	sibling_only	2	0	1	1	False	1
chr9:120372986-120372993	chr9	120372986	120372993	7	2	loh	linear_nested	2	1	0	2	False	2
chr9:124153717-124163156	chr9	124153717	124163156	9439	2	loh	linear_nested	2	1	0	2	False	2
chr9:124483186-124486174	chr9	124483186	124486174	2988	2	loh	linear_nested	2	1	0	2	False	1
chr9:126445755-126455857	chr9	126445755	126455857	10102	2	loh	linear_nested	2	1	0	2	False	1
chr9:128009808-128026805	chr9	128009808	128026805	16997	2	loh	sibling_only	2	0	1	1	False	2
chr9:131094351-131120337	chr9	131094351	131120337	25986	2	gain	sibling_only	2	0	1	1	False	2
chr9:131331489-131333326	chr9	131331489	131333326	1837	2	gain	linear_nested	2	1	0	2	False	3
chr9:132341026-132354234	chr9	132341026	132354234	13208	2	gain	linear_nested	2	1	0	2	False	2
chr9:133735498-133735520	chr9	133735498	133735520	22	2	gain	linear_nested	2	1	0	2	False	2
chr9:133986127-133999682	chr9	133986127	133999682	13555	2	gain	linear_nested	2	1	0	2	False	2
chr9:137751669-137753559	chr9	137751669	137753559	1890	2	gain	linear_nested	2	1	0	2	False	2
chr10:120465-128231	chr10	120465	128231	7766	2	loh	linear_nested	2	1	0	2	False	1
chr10:3528212-3533305	chr10	3528212	3533305	5093	2	loh	linear_nested	2	1	0	2	False	2
chr10:6216956-6227914	chr10	6216956	6227914	10958	2	loh	linear_nested	2	1	0	2	False	2
chr10:6895713-6898395	chr10	6895713	6898395	2682	2	loh	sibling_only	2	0	1	1	False	1
chr10:10555424-10564761	chr10	10555424	10564761	9337	2	loh	linear_nested	2	1	0	2	False	2
chr10:10699726-10731132	chr10	10699726	10731132	31406	2	loh	sibling_only	2	0	1	1	False	1
chr10:13005082-13027428	chr10	13005082	13027428	22346	2	loh	linear_nested	2	1	0	2	False	2
chr10:15607106-15613056	chr10	15607106	15613056	5950	2	loh	sibling_only	2	0	1	1	False	2
chr10:16084877-16099545	chr10	16084877	16099545	14668	2	loh	linear_nested	2	1	0	2	False	1
chr10:19017296-19033680	chr10	19017296	19033680	16384	2	loh	linear_nested	2	1	0	2	False	2
chr10:21636003-21647579	chr10	21636003	21647579	11576	2	loh	sibling_only	2	0	1	1	False	2
chr10:23798405-23802190	chr10	23798405	23802190	3785	2	loh	linear_nested	2	1	0	2	False	1
chr10:25919150-25932356	chr10	25919150	25932356	13206	2	loh	sibling_only	2	0	1	1	False	1
chr10:26983769-26992507	chr10	26983769	26992507	8738	2	loh	linear_nested	2	1	0	2	False	3
chr10:28910188-28917865	chr10	28910188	28917865	7677	2	loh	linear_nested	2	1	0	2	False	2
chr10:31532875-31536696	chr10	31532875	31536696	3821	2	loh	linear_nested	2	1	0	2	False	2
chr10:35275217-35276654	chr10	35275217	35276654	1437	2	gain	linear_nested	2	1	0	2	False	2
chr10:35976901-35989055	chr10	35976901	35989055	12154	2	gain	sibling_only	2	0	1	1	False	3
chr10:41741309-41742438	chr10	41741309	41742438	1129	2	gain	linear_nested	2	1	0	2	False	3
chr10:42389750-42394690	chr10	42389750	42394690	4940	2	gain	linear_nested	2	1	0	2	False	3
chr10:46427145-46427573	chr10	46427145	46427573	428	2	gain	linear_nested	2	1	0	2	False	2
chr10:46531445-46544178	chr10	46531445	46544178	12733	2	gain	linear_nested	2	1	0	2	False	3
chr10:47137218-47147256	chr10	47137218	47147256	10038	2	gain	linear_nested	2	1	0	2	False	2
chr10:48963723-48979244	chr10	48963723	48979244	15521	2	gain	linear_nested	2	1	0	2	False	2
chr10:49491938-49521286	chr10	49491938	49521286	29348	2	gain	linear_nested	2	1	0	2	False	1
chr10:51643207-51644314	chr10	51643207	51644314	1107	2	gain	linear_nested	2	1	0	2	False	3
chr10:53705643-53709347	chr10	53705643	53709347	3704	2	gain	linear_nested	2	1	0	2	False	2
chr10:61660946-61680493	chr10	61660946	61680493	19547	2	loh	sibling_only	2	0	1	1	False	1
chr10:63115985-63134007	chr10	63115985	63134007	18022	2	loh	sibling_only	2	0	1	1	False	1
chr10:65226050-65231844	chr10	65226050	65231844	5794	2	loh	linear_nested	2	1	0	2	False	2
chr10:69191920-69191921	chr10	69191920	69191921	1	2	loh	linear_nested	2	1	0	2	False	2
chr10:69308253-69327127	chr10	69308253	69327127	18874	2	loh	linear_nested	2	1	0	2	False	2
chr10:70767338-70784663	chr10	70767338	70784663	17325	2	loh	sibling_only	2	0	1	1	False	1
chr10:74454002-74473217	chr10	74454002	74473217	19215	2	loh	sibling_only	2	0	1	1	False	2
chr10:75335062-75344238	chr10	75335062	75344238	9176	2	loh	linear_nested	2	1	0	2	False	3
chr10:75992384-76001460	chr10	75992384	76001460	9076	2	loh	linear_nested	2	1	0	2	False	2
chr10:78535805-78536184	chr10	78535805	78536184	379	2	loh	sibling_only	2	0	1	1	False	3
chr10:78930065-78932874	chr10	78930065	78932874	2809	2	loh	linear_nested	2	1	0	2	False	2
chr10:80651138-80658308	chr10	80651138	80658308	7170	2	loh	linear_nested	2	1	0	2	False	2
chr10:83008801-83025838	chr10	83008801	83025838	17037	2	loh	sibling_only	2	0	1	1	False	1
chr10:87548265-87556600	chr10	87548265	87556600	8335	2	loh	sibling_only	2	0	1	1	False	1
chr10:87818272-87840023	chr10	87818272	87840023	21751	2	gain	linear_nested	2	1	0	2	False	2
chr10:88989478-88994803	chr10	88989478	88994803	5325	2	loh	linear_nested	2	1	0	2	False	2
chr10:89623610-89635145	chr10	89623610	89635145	11535	2	loh	linear_nested	2	1	0	2	False	2
chr10:89710744-89728847	chr10	89710744	89728847	18103	2	loh	sibling_only	2	0	1	1	False	1
chr10:92538780-92549895	chr10	92538780	92549895	11115	2	loh	sibling_only	2	0	1	1	False	3
chr10:94078889-94084464	chr10	94078889	94084464	5575	2	loh	linear_nested	2	1	0	2	False	2
chr10:94482092-94504260	chr10	94482092	94504260	22168	2	loh	linear_nested	2	1	0	2	False	2
chr10:96337120-96353123	chr10	96337120	96353123	16003	2	loh	linear_nested	2	1	0	2	False	2
chr10:99484522-99484523	chr10	99484522	99484523	1	2	loh	linear_nested	2	1	0	2	False	2
chr10:99967582-99967609	chr10	99967582	99967609	27	2	loh	linear_nested	2	1	0	2	False	2
chr10:102021876-102022152	chr10	102021876	102022152	276	2	loh	linear_nested	2	1	0	2	False	2
chr10:103688837-103690565	chr10	103688837	103690565	1728	2	loh	linear_nested	2	1	0	2	False	1
chr10:104197252-104212454	chr10	104197252	104212454	15202	2	loh	linear_nested	2	1	0	2	False	2
chr10:104929678-104929679	chr10	104929678	104929679	1	2	loh	linear_nested	2	1	0	2	False	1
chr10:107659640-107674121	chr10	107659640	107674121	14481	2	loh	linear_nested	2	1	0	2	False	2
chr10:108439944-108471050	chr10	108439944	108471050	31106	2	loh	linear_nested	2	1	0	2	False	2
chr10:109474486-109489719	chr10	109474486	109489719	15233	2	loh	linear_nested	2	1	0	2	False	2
chr10:114718070-114739053	chr10	114718070	114739053	20983	2	loh	sibling_only	2	0	1	1	False	1
chr10:115193916-115196669	chr10	115193916	115196669	2753	2	loh	linear_nested	2	1	0	2	False	1
chr10:115856570-115862347	chr10	115856570	115862347	5777	2	loh	sibling_only	2	0	1	1	False	2
chr10:122094578-122104649	chr10	122094578	122104649	10071	2	gain	linear_nested	2	1	0	2	False	2
chr10:123286855-123312429	chr10	123286855	123312429	25574	2	gain	sibling_only	2	0	1	1	False	2
chr10:125912858-125940643	chr10	125912858	125940643	27785	2	gain	linear_nested	2	1	0	2	False	1
